depth,sender,receiver,amount,symbol,sender_type,sender_annotation,receiver_type,receiver_annotation,token,token_type,token_id
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x21fb5e79bf87999303c0fffee47d6c4207d4aa82,0.6123711,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x6207c051f03cf3fd0e3d6b3a30fcaf7c3217573d,0.61021,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x734e2c600e452f1fb5f41b553d95318e9b7684e5,0.600126,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xb9b161a0920ab1f82573152418d365fe3ce55c4c,0.600084,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x7a220f568b10b0c913dc3e330c00e42f9af5dc11,0.59444263,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xf3af75611afb2edd688cbb73ad38404968bd881c,0.59184871,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xff0b387c746c067ab1294ce6e84625384170aef1,0.59066116,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xc07262abd19fc305590024911a65c24999feb997,0.58980085,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x9eb5518464d9eb68fa0de348a950b685d7114ddd,0.58846539,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x3d105aefc043e46186e34ffe9709d4c2c70ea17c,0.58740684,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x916b4bcb7f19c08a46f211600e01484cfab97c08,0.57834113,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xc50eb1992096546a49cc505acb20b22b4b17b731,0.57728395,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x3b166e1b4d8d416647dc0ffa4ee35b92d256bbef,0.57657354,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x2fac6df667ac34608004dddd35bfdd5d248fd6a8,0.56611799,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xe871a9abc5adf51fba896ff1ea0ad5675c8f495a,0.5573819,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xbcb33d19f3e57b37dd5ad4acd6d76e81f5481bdd,0.55735768,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xf83b4092a9d5e5557c5a0e285798cbe125a281aa,0.55525048,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xe91c816d0364224fb24c0445556a7a88ecce08e9,0.55376416,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x18252e1ba7f2b2e136f3e91d4142e6bff353bb1f,0.5533438,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x6795c81d9bc18ab253b8c763dd3364abd1d7669f,0.55140312,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x2a56ebdd55c35e0ff52cbadc501fc56cdd03bb77,0.55099095,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x9e7ecd8fda38fb2a2a1a062f18b32d67834959f9,0.550084,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xb5719c778eeadf03944f65fa15dc7dfa0b6b1ed1,0.5500105,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xfb22746bbbf8a127a45e75a3181fd14ed4b0c117,0.54871373,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x5b299280401013134e73c554f2022922a00ab6c0,0.54838412,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xd25065e9ca579cb63efcffe323053bdf096e36b6,0.547868,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x917366c42a458e51f0daba7a967048df92bd2b67,0.54589542,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x12fcd51f6e82827e775852f2569db67c399c6fc2,0.54521,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x13e5fce9c637a73c1117f51b64705af288545285,0.54478324,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xd6be73a105a87f894dc0b3a00724620ca1dcca98,0.54404268,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xec8454752d6d5216f09c2f656dc0a5b3cfbd9242,0.53802823,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x77abbc3f3c4d3195a589df1a83a681a12b7f2541,0.53795998,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x4cf573b7c48630ad096cfe6c0766a0f3ea185299,0.537068,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x847d6a600cdf5cf72509ffb231faa40c6229533c,0.53646397,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xc25932f87a9ee27446ecb10f92def9cfc73ad7b1,0.53354244,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x19848503a723da9e135964aa28657756c8ea6e5d,0.532239,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x2b6daad1a2660b1df336b1f3f18b24bdf333f11b,0.53083507,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x3b9ba925ac46752fd6336fa938e9a585de43db6a,0.52687224,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xda13e88eb57d650e3671dfb10aa55fb85544bee3,0.52421,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x3c5a07d10aa691487c865aa679db22a1f64ff421,0.524018,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x75424192d3a40cd13f8290b60a2cc17cad636cbd,0.523338,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xdf02c63d938d4376470c02736e14745de8472123,0.52188306,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xfaabb921aa7d658ecc4cc6947ea16699686af8c4,0.52021,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x780931a4cb6212b7c90fc13b081fd0f3c78cb1b1,0.51766962,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x473f907569e6a256e494e0715215c34b1bd5fcbd,0.515442,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xb6381a7253fc9c8f955fd1d19f87df393cf994fa,0.51534448,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x5bbb1d9d1801ec7db4164a94cc25f00991aa5757,0.515126,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x65e9256d055086f79c61aad97b405cfd01f14b23,0.51278552,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x693ffd587fb7b78666b1e3accc7bb3af9dba9089,0.51052823,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xb8eff8eb228f9c1c98708ef8db89f308e1c636cf,0.510063,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xc9d32a4165653bf407f13c65081bbc87667fcf8c,0.510012,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x4a80be34bdff1376b5f09b9522f799afcab09b70,0.50950567,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xdebd5d95ac88b80ca370fe72b143c1da2e365d9c,0.50836721,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xdf3e62576bc938c2e4e5237c3d8a95d1d33b72d5,0.50821653,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x071485150f80fbc13b2acd8ad47e96cd8149de7e,0.5014646,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xd6dda919a44eba5b87059dd76abdbc0c53096ccb,0.500689,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x2827a5f62855f8be5d5d1977da79f6c2579a0fec,0.50047,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x84bad85c9447cb6adec300737c794da05a67e54d,0.50042,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x9c18c4e70ad63ec785bda2865f098bcd5ec31968,0.50042,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xf1d4801a377b77c4f428db75d7fe38becc2a36e7,0.500368,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x892bc847a1d5c542b2abbf088f5b61bf413914f6,0.5003637,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x98022bb3290a73a715f7ce604a9d08e638e53167,0.50034743,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x3fab20a205e4b800856f7a60b317e4689273e2bd,0.500315,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xd14acd8d7fffc1318b31aeca3565ef34955e7cf2,0.500294,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x82a1c11b346faa356de4052d184cf820e9bb0dc3,0.500294,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x68a7c0fc67a7ef90976d7fcf602c7b551ce6319b,0.500294,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x9dab7c20aaa4061a52c7730fe84aa5bf12d34cd4,0.500273,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xbf04eedcca9986ddcbb360202c3a36d6796b3e00,0.500273,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xd72839fb7937bab674efdbebaf0af003d2adfefa,0.500273,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x9dd6ba0cad7061209ca3186de7a13dead7eaf5ef,0.500252,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xc549b875f6c6d5564a6c40284abc72992222ac20,0.500252,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x5156ab1421b43fadb743a69e31d9e5cac1e3789e,0.50021,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xa3108285e139fdbebdcd66940fc0b414be50d616,0.500189,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x4e72e18c275ee583d0ea4d0941df3c7038498fb5,0.500168,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x1283c678afb6d459e0dca1dbf24291245fe27871,0.500147,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xd175c07c71b94f2d9bcdffaeb4a6d5d551e18220,0.500147,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x6c6e5eb45155fa0fdd6f3932f95b4d0c7f3fdb3d,0.500126,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x45b49f00b42109e04440fd582f4058c0e39db7a1,0.500126,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x89b5b8955b4b7edf728d022d81bdecef36e72991,0.500126,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xd2d9ff74bb01b8f3c14bdd5b143db0a9315a3f28,0.500126,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xf395651c1c11e6b23002fdc6be03ee74fad35493,0.500105,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xb756ac355cc6bf0b024c6bb02d74bfcb3c501941,0.500105,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x03e964095efd802c391e97a859f0932bf6c87c23,0.500084,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x7203bc4e492fe004476453bc537e34a122a07704,0.500084,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x84f2d563ade5a3470805d3720e01041b1f66c165,0.500063,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x1f64fadf62da4b2697d184b5836c25a94a3e2484,0.500063,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xefa68af261d89ab19c89cbfaa06e23ea626eaf46,0.500063,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x865c2fc41c08fd3109654c9f327c92926ba4b6c4,0.5000189,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xd53167459aba21e88f46f6e768ff1ea7722c545f,0.5,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xbb78ae24235447ac1e56702d6cccb603f51ab8ce,0.5,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x278a2bc6cfb26fe1a020a46f8d01609f34883ce1,0.5,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x5f91c6db644d5222607bf81b65b5b32320e985ea,0.5,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xb49809976e403156ce6a5c8fc7038409afbb7a00,0.49921,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xb051a5218dc026868ff0cf1044c0c148f74aa5b8,0.49662819,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xd630519af6ed584db488c0bbbbcc84d7c6da0888,0.496606,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x3b45998eca41a26c5cc343f7e1003870220f57bc,0.494229,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x26e856597c32decaede3179b2b4c23d8405785eb,0.49315072,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xeef8c86473f3c5e7063e720f51c2a2b8085a657b,0.4927344,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xa0f5c536dcae38fa5a503d40fdaf445f7723eaa6,0.491009,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x67d47928256c0a994dfd3184b9e31151f02075d3,0.490252,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xc3c529357d2359674d700967efac2cf05dc72fc6,0.48966782,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x87a27ed63596b8f4b51c0d74854d988db78c120e,0.48487091,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xefd308012f727da9176030b0758680b6b40d1805,0.48307404,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x585a0aa2bd64c6ca773f91199d9bc81f951a6d90,0.48063392,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x5764d753f61e2e2cc7e5d785f0fddc89f9376c42,0.47997961,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xab17419de7675cac8ce37226a1842afe49460772,0.47960243,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x71b2337b111423bb400d596a05d757ed484c49c6,0.47940811,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xed40cf1d79e032a0538c99bb10743f71f69cbc9a,0.47785146,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xed3a5780d6621d0a93672e23654a2e1d375c2f4e,0.47731858,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x4a4a092e709a9555e613fa63dc4eb1c85be7e0d3,0.47703855,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xe0213ca0f86bdceebf230be25b3ea658468fc2ff,0.47594517,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x77301952f1534b8590da9c98a67182c15063fdbf,0.47395448,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xbb0b172053853e08868c79bd08d341b87fc0c9cd,0.4732768,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x52f92dc5df2944820c75b3f1dcf6dc7020c5a24a,0.47175837,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xae9df9dc7ee7fa222bee520593087cdf2dc82f01,0.471577,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0x0b7cfd86e86bf14093b815aa35c570974d572444,0.4692414,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
1,0xf1b5dfc727a516ca9ee45a9b07064d96bb894b13,0xb0e079a4e7781f1e3708e50bb943ffbd9dea3011,0.46838565,ETH,Wallet,"",Wallet,"",0x0000000000000000000000000000000000000000,"",0
